[0:00:00.00]-[0:00:02.00]  ¿Sientes usted donde se esté más cómodo?
[0:22:44.00]-[0:22:58.00]  Entonces se cogía, se arrancaba a mano, tirabas y lo dejabas allí cara sol, y el cacahuete es una planta que tiene, o sea que el fruto lo tiene bajo tierra, está bajo tierra, no se ve.
[0:22:58.00]-[0:23:22.00]  Lo cogías, dejabas allí, y cuando se secaba se daba la vuelta, y luego las mujeres, cuando estaba ya seco, y ven las mujeres con una silla, metían la silla al revés, así, y con la barra de ahí, una barra que tenían, dándole pam, pam, pam, pam, y cuando tiraban eso, la mata esa se recogía para la comida de los animales.
[0:23:22.00]-[0:23:39.00]  Era comestible, la cacahueira que llevábamos, era comestible, y luego se hacía y había unos señores que tiraban a racó, que decíamos racó, que eso, cogían un garbillo, le garbillaban, lo hacían así, y le daban una vuelta así, pam, lo tiraban y parecía un abanico.
[0:23:39.00]-[0:23:54.00]  Y entonces el aire, el aire, los cacahuetes que no tenían, que estaban fallados, que dijimos, que no tenían peso, el aire los llevaba y caían fuera, y se recogía la cáscara buena, la que pesaba, iba más, y el otro se venía.
[0:23:54.00]-[0:24:14.00]  Es igual que cuando el trigo y eso, lo aventaban, lo aventaban con una pala, y entonces la payeruca se iba, siempre eso se hacía a media tarde, que empezaba el aire, entonces tiraban el trigo así, pesaba más y la payeruca se iba, así que...
[0:24:14.00]-[0:24:17.00]  ¿Y qué se hacía luego con los cacahuetes?
[0:24:17.00]-[0:24:27.00]  Bueno, pues los cacahuetes también los comerciantes venían y los compraban. Aquí no habían muchas oliveras, no había muchas, había algunas, pero muchas no.
[0:24:27.00]-[0:24:29.00]  Y también se hacía aceite de cacahuete.
[0:24:29.00]-[0:24:30.00]  ¿Aceite de cacahuete?
[0:24:30.00]-[0:24:46.00]  Sí, sí, sí, aquí había dos almárzanas, que una encasta todavía ahí, está ahí toda completa, y resulta que el cacahuete también se tiraba a las piedras, lo hacían, se hacía una pasta, se metía con unos esportines,
[0:24:46.00]-[0:25:01.00]  que era de esparto, se metía y había un agujero redondo en medio y lo metían en una barra, y luego estaba la prensa hidráulica y allí lo apretaba y iba saliendo eso, que era el aceite, aceite de cacahuete.
[0:25:01.00]-[0:25:18.00]  Y después la pasta que quedaba era comestible para los animales, porque quedaba la piel de lo que es el fruto más la cáscara, que algunas barras también sirven el cacahuete normal y corriente con sal, y hay quien se come cáscara y todo.
[0:25:18.00]-[0:25:40.00]  Sí, por aquí sacan cacahuete pelado frito con un poquitín de sal, y hay sitios que sacan el cacahuete entero y está un poco remojo y un puñadito de sal, lo hacen así, se seca y ahí hasta que se come, o sea que es comestible, no se come mucho, pero antes eso lo gastábamos para criar los animales.
[0:25:40.00]-[0:25:41.00]  Ah, y se creaba bien.
[0:25:41.00]-[0:26:07.00]  Sí, pero bien, sí, sí, sí. Yo me acuerdo también que en mi casa, yo mismo aquí, aquí en esta casa creaba un cerdo, que por cierto tiene una historia, estábamos obrando y ahí bajo la escalera vino un señor vendiendo cerdo, se le compró y lo metió y le pongo debajo la escalera, que aquí no había, estaba esto de almacén y estaba obrando arriba.
[0:26:07.00]-[0:26:25.00]  Lo pongo ahí y se sale y coge la escalera, se va y a las nueve de la noche que salían ahí un almacén que hacía naranja, pasaban tres o cuatro o cinco hombres, y el cerdito, pam, se tira y le pega encima y se da la nariz, chocando sangre.
[0:26:25.00]-[0:26:35.00]  Y vinieron, eh, pues era mi c... vinieron donde vivía yo y me lo dieron, hice una porcatera allá adentro y la crié, tanto que yo he criado un cerdo.
[0:26:35.00]-[0:26:45.00]  Sí, sí, o sea que... y en mi casa, mi madre también, todos los años creábamos un cerdo, uy, para criar un cerdo teníamos que hacer de tripas corazón.
[0:26:45.00]-[0:26:46.00]  ¿Por qué?
[0:26:46.00]-[0:26:55.00]  ¿Por qué? Pues porque no había. Aquí se hacía la salvación de España en un tiempo fueron los moniatos, ¿sabe usted lo que son los moniatos?
[0:26:55.00]-[0:26:56.00]  No muy bien.
[0:26:56.00]-[0:27:11.00]  No muy bien, bueno, los moniatos es un tubérculo, eh, hace la planta y sale bajo de tierra y se hacen así, más grandes, hay una clase que son redondos, eh, y otros que son más largos, que ahora están haciendo mucho e inalcidia.
[0:27:11.00]-[0:27:17.00]  Y los mandan seguramente a Mallorca para hacer la pasta de las ensaimadas.
[0:27:17.00]-[0:27:26.00]  Porque antes también se hacía aquí calabazas de cabello de ángel, que había una fábrica en Carlet que hacía el carabasate, que llamamos calabazate.
[0:27:26.00]-[0:27:32.00]  El membrillo, hacían el membrillo, del membrillo, pero aquí en membrillo habían poco.
[0:27:32.00]-[0:27:47.00]  Calabazate sí que hacían porque era una calabaza así blanca, la cortaban y hacían unos peces y la escaldaban y la ensucraban luego y a mí me gustaba mucho.
[0:27:47.00]-[0:27:49.00]  ¿Y para eso se utilizaban los moniatos?
[0:27:49.00]-[0:28:04.00]  Los moniatos se cogían, estaban en el terreno, ahora no, ahora ya coge un tractor, tiene una herramienta, va por así y los saca todos al tractor y la va moviendo y deja los moniatos allí.
[0:28:04.00]-[0:28:12.00]  Pero antes no, antes llevábamos como una azada, pero no cubierta, sino con dos ganchos, así, el ojo y dos ganchos.
[0:28:12.00]-[0:28:21.00]  Y entonces cababas, pam, pam, pam, cuatro y al que hacía cinco lo cababas a un dos y lo sacabas y lo dejabas ahí.
[0:28:21.00]-[0:28:25.00]  Las mujeres venían detrás limpiándolos y metiéndolos a los sacos.
[0:28:25.00]-[0:28:38.00]  Bueno, pues de la rama, de la rama que quitaban, lo verde, la brosta que llevábamos y se quedaba eso, eso se llamaba la rabaseta.
[0:28:38.00]-[0:28:45.00]  Y entonces recogían los moniatos gordos, pero había algunos de ellos un poco más que el dedo, así de largos y eso se quedaba.
[0:28:45.00]-[0:29:01.00]  Y íbamos a recogerlo para las vacas, eso era muy bueno, daba mucha leche, pero íbamos a recogerlo, pero si había alguno bueno lo comíamos nosotros, no llegaba a las vacas, eh, no nos engañar, sí, no, no, no, sí, sí, eso sí, eh, y lo recogíamos.
[0:29:01.00]-[0:29:19.00]  Y si había alguno que estaba más o menos lo recogíamos y veníamos aquí y en muchas casas pues con una caldera se hervía y luego hervido pues ya lo pastaban con un puñado de salvado, de salvado, ¿sabes lo que es, no?
[0:29:19.00]-[0:29:47.00]  Pues entonces lo pastaban y le daban el pienso al cerdo, algunos de ellos se los daban crudos, lo mismo que patatas, también hacían patatas y recogían todas y cuando había, habían recogido las patatas quedaban algunas así de pequeñitas, eh, entonces íbamos, los niños íbamos y mayores, eh, a espivolar allí con una, con una cerdita pequeña volviendo y una, otra, pero por necesidad, eh, no por nada, eh, o sea que se iba.
[0:29:47.00]-[0:29:56.00]  Y qué ocurría, pues lo más pequeñito que no se podía usar para cocinar pues también servían y se pastaba y era para comida el cerdo.
[0:29:56.00]-[0:30:00.00]  ¿El cerdo tenía trato...?
[0:30:00.00]-[0:30:07.00]  No, el cerdo se comía lo que le tiraba, lo que le daba, según la comida él se desarrollaba más o menos.
[0:30:07.00]-[0:30:11.00]  ¿Y cada familia tenía un cerdo?
[0:30:11.00]-[0:30:28.00]  Muchas casas, muchas, muchas criaban cerdo y algunas casas grandes criaban dos porque lo que he dicho, lo mejor tenía dos o tres criados que llevábamos y comían allí en todo y entonces esas criaban dos cerdos y es para tener más reso.
[0:30:28.00]-[0:30:35.00]  Luego hacían pues el embutido del cerdo, esto, lo otro y todo lo que tocaba, sí, sí.
[0:30:35.00]-[0:30:38.00]  Yo se lo iba a preguntar, luego venía la matanza, ¿no?
[0:30:38.00]-[0:30:39.00]  La matanza, sí.
[0:30:39.00]-[0:30:40.00]  ¿Y cómo se hacía la matanza?
[0:30:40.00]-[0:31:01.00]  Pues la matanza ya siempre era ya cerca Navidad y era una fiesta la matanza, era una fiesta porque yo le diré, yo me acuerdo que era pequeño y en mi casa supongamos mataban al cerdo y en seta venían las mujeres a ayudarle a mi madre a los embutidos y esto y lo otro y por la noche a cenar.
[0:31:01.00]-[0:31:15.00]  Un calderet de patatas fritas con ajos y de las vísceras del cerdo, el hígado, el pulmón, el corazón y todo eso a trocitos, todo allí a la puesta, a comer como un...
[0:31:15.00]-[0:31:16.00]  ¿Todos juntos?
[0:31:16.00]-[0:31:24.00]  Todos juntos, sí, bueno, había el caldero con todo eso y cogías el plato y te metías en tu plato y a comer.
[0:31:24.00]-[0:31:42.00]  Y todavía algunas veces, algunas veces, ahí en el bar este que suelen hacer algunas cenas y amigos y eso, mañana vamos a hacer una comida de vísceras que está muy barato, son las carnicerías, con patatas y ajos estilo de antes.
[0:31:42.00]-[0:31:43.00]  ¿Sí?
[0:31:43.00]-[0:31:44.00]  Sí.
[0:31:44.00]-[0:31:46.00]  ¿Y eso se hacía durante la matanza?
[0:31:46.00]-[0:32:15.00]  Eso era, un par de días que duraba la matanza en casa, de hacer todo esto, se hervía con una caldera grande la cebolla, luego se picaba la cebolla, luego le metían, se picaba el tocino del cerdo, se picaba el tocino del cerdo blanco, se movía y eso, le pusían las especias, uno más esto y otro y luego ya se embotía, ya le iban a colgarlas para que le diera el aire y que se secaran y eso.
[0:32:15.00]-[0:32:18.00]  ¿Y qué más se hacía del cerdo?
[0:32:18.00]-[0:32:46.00]  El cerdo, pues mi padre, todos los años, un pernil, lo cogía, lo arreglaba, bueno, el carnicero que venía, salía el carnicero, iban con una mesa y todo eso, era puro pueblo y mataban esta casa y cuando terminaban esta se iban a la otra, había días que mataban dos, otros días mataban tres, otros días el que tenía, el que sabía, el carnicero, venía y te mataba y le pagabas lo que valía y te descuartizaba el cerdo y te lo daba.
[0:32:46.00]-[0:33:15.00]  Y mi padre siempre un jamón, le hacían limón escurrido, con limón y luego tapado de sal y para que se apretara lo metían en tierra, en la cambra casi siempre, lo metías allí con un papel o un saco y encima una piedra para que se apretara, para que porara eso y quiere que le diga una cosa, estaba muy bueno, no sé si estaba bueno o es que llevábamos muy buena gana.
[0:33:15.00]-[0:33:18.00]  Sí es verdad.
[0:33:18.00]-[0:33:21.00]  ¿Y esos perniles en cuánto tiempo estaban listos?
[0:33:21.00]-[0:33:50.00]  Esos perniles pues yo en casa unos cinco o seis meses, como ahora que se secan al natural y como mínimo dicen que están doce meses, pero es que ahora no sé si será química o qué, porque voy a decir una cosa, en mi casa no se terminan los perniles, yo te tengo nietos, vienen de escuela, bueno tengo hambre, tállame jamón, cortame jamón, y cortas jamón y ya.
[0:33:50.00]-[0:34:19.00]  El jamón es lo más barato que hay, compro un jamón de mercadona que vale 48 euros, 7 kilos y te cansas de que muera, ahora si vas a la tienda y te meten la rodita y te dan papelitos que pasan la trasluz y en cuando está dos días en casa hace gusto a cero, al cerrarlo hace gusto cero, el miércoles te cortármelo yo, hoy me he cortado yo jamón para almorzar, que me he ido al campo, pero yo me lo corto a trocitos y pequeños, así, y así, y así.
[0:34:19.00]-[0:34:36.00]  En un bocado cae el trocito, no para no estirar ni hacer nada, finito y a trocitos pequeños y me lo meto en el pan y hago un poquitín de aceite, el jamón y a la marcha y algunos días voy a almorzar al bar también, las cosas claras.
[0:34:36.00]-[0:35:04.00]  Tengo compañeros que van todos los días, este aquí de lado es un año más joven que yo, ese se va por la mañana un rato, ese tiene bastante tierra y está muy fuerte, ese se va y a las 10 ahí delante del bar a almorzar, se hace un bocadillo así, con lo mejor ternera o lo que sea y eso, y ya no como, me dice, ya no como medio día, me como frutas y eso, ya no como.
[0:35:04.00]-[0:35:12.00]  Y luego por la tarde, se descansa un poco y todavía se va dos o tres horas más hasta que ayer, o sea que cada uno.
[0:35:12.00]-[0:35:14.00]  Todavía se va de sol a sol.
[0:35:14.00]-[0:35:21.00]  No, tanto como de sol a sol no, porque ya la edad no puede ser, no, no, pero aún se mueve.
[0:35:21.00]-[0:35:38.00]  Yo voy por la mañana y ayer tarde, quise ir por la tarde y por la noche no podía en la anima mía, me tuve que tomar una aspirina y acostarme muy pronto. Hoy la verdad, yo esta mañana he ido, he hecho mi faena, he pasado la mañana y esta tarde pues estoy bien.
[0:35:38.00]-[0:36:03.00]  Hoy han venido mis hijos a comer, hoy los viernes vienen a comer todos aquí, hijos, hijas, novios, totados. Hoy, hay pues menos, somos 19, menos tres, menos tres quizás hayan venido todos, 19 pues a lo mejor 16, entre chiquillos y todos.
[0:36:03.00]-[0:36:05.00]  Y hacer ustedes comida para todos.
[0:36:05.00]-[0:36:15.00]  Mujeres, hoy he hecho paella, paella con col, paella con col y con trocitos de costilla de cerdo.
[0:36:15.00]-[0:36:21.00]  Si, esta muy gustosa, a mi me gusta la cola, a mi, a otros no les gusta.
[0:36:21.00]-[0:36:23.00]  Aquí siempre se ha comido arroz, no?
[0:36:23.00]-[0:36:25.00]  Ah si, aquí arroz se ha comido mucho.
[0:36:25.00]-[0:36:29.00]  Y como se come, de que manera se come?
[0:36:29.00]-[0:36:45.00]  De todas formas, totalmente está el arroz hombre mete tiene una cosa, el que está guisándolo, segundo el interés que ponga en la faena que haga, es más bueno o es menos bueno, eh? Con las mismas cosas.
[0:36:45.00]-[0:36:53.00]  Mi mujer guisa bastante bien, lo único que pasa es que se cansa porque ya, y que no está demasiado bien tampoco.
[0:36:53.00]-[0:37:00.00]  Oiga, y siendo toda esta tierra de regadío, no ha habido disputas por el agua?
[0:37:00.00]-[0:37:22.00]  No, no ha habido problemas de agua, no ha habido disputas y problemas, hombre, eso no quiere decir que a alguno lo mejor pues ha hecho alguna tontería o ha cogido algo de agua, que a mi me ha pasado, a mi me ha pasado, porque yo estuve de presidente de la zona aquella que están haciendo el goteo, estuve de presidente y estaba un señor regando y no llegarle agua, no llegarle.
[0:37:22.00]-[0:37:39.00]  Allí del celador ya había uno, es que tenía los árboles padeciendo y he cogido un poquitín para regarlos, hombre no lo haga, pero normalmente no ha habido aquí disputas de agua, no? Así se ha respetado los turnos y se ha respetado todo, eh? En eso sí que puedo decirle que se han sido todos correctos.
[0:37:39.00]-[0:37:41.00]  ¿Se ponían de acuerdo entre ustedes?
[0:37:41.00]-[0:38:02.00]  No, esto pues estaba siempre porque le diría yo, cuando era la REBA era una empresa particular, la que llevaba el agua que regaban, era una empresa, esa empresa tenía un guarda, tenía dos guardas que iban con la bicicleta mirando las aguas, después tenía los celadores, ¿sí?
[0:38:02.00]-[0:38:20.00]  El celador, usted quería regar y te cogía un vale y entregaba la válvula que le correspondía, el campo, polígono, parcela y todo, y entonces el celador se aguantaba el riego. Antes no habían regadores, se los regaba cada uno, y entonces a tal hora iban a hablar con él.
[0:38:20.00]-[0:38:37.00]  Aquí, bueno pues mira, fulanito a tal hora, tú a tal hora, tú a tal hora, tú detrás de este celador. Luego ya la gente, ya había más faena, ya pusieron regador, y el regador cogía y te regaba el campo y te apuntaba una hora, luego te cobraba una hora.
[0:38:37.00]-[0:38:53.00]  Había dueño que decía, no, no, yo me lo regaré, que no tengo faena yo me la rego. Bueno, pues tú cuando termine fulano en tal campo, la coges tú, y cuando termines tú, la vuelve a coger él, ¿sabes? O sea que en la agua aquí han sido correctos, o sea que las cosas claras.
[0:38:53.00]-[0:38:57.00]  Y me ha dicho que había vacas, ¿no? También cuando...
[0:38:57.00]-[0:39:25.00]  Sí, había vacas, pero no en granjas de gran cantidad, en casi todas las casas hubo una temporada que se criaban bueyes, ¿eh? Para bancarles, compraban el becerro, ahí hasta incluso venían casas que te traían el becerro, lo criabas, y eso no sé, yo eso no lo entiendo cómo era el trato, pero te lo daban, dao.
[0:39:25.00]-[0:39:51.00]  Y luego él se lo llevaba, y lo que valía lo cobraba cuando se venía, ¿eh? O sea que el becerro suponía valía 200, por decirlo, ¿no? Bueno, pues tú lo criabas y se lo tenía que llevar este señor al matadero y venderlo y eso, y entonces valía 500, aquél cobraba 200 y trataba tú los 300, porque había personas que no podía adquirir el becerro, o la vaca, ¿eh?
[0:39:51.00]-[0:40:11.00]  Y habían también, habían tenido vacas que la uno tenía tres, la otra cuatro, la otra dos, la otra cinco, ordeñaban a mano y luego se llevaba la leche a una central y se metía con cántaros y ese señor pues apuntaba cada uno de los leches y luego la traía, ahí en la estación la facturaba Valencia los cántaros.
[0:40:11.00]-[0:40:30.00]  Ahí sí que había piraje, porque usted llevaba la leche y yo en eso no estoy muy enterado, pero usted llevaba la leche y había un aparatito, un termómetro que flotaba y marcaba la calidad de la leche y entonces había alguno que cogía la leche y insería un poquitín de agua.
[0:40:30.00]-[0:40:44.00]  Pero es que, algunos dicen que la central donde la llevabas, el dueño de allí también le metía agua, y cuando llegaba a Valencia, decían que la leche no era pura, que era esto, y lo que valía 10 se la pagaban a 7.
[0:40:44.00]-[0:40:54.00]  La picaresca, que en toda la vida ha habido. En eso que del agua no, le he dicho que no había mucha picaresca, en esto de la leche había bastante.
[0:40:54.00]-[0:41:00.00]  Yo eso no lo he conocido, pero lo he oído hablar y todo eso.
[0:41:00.00]-[0:41:02.00]  ¿Y árboles frutales?
[0:41:02.00]-[0:41:11.00]  Bueno, pues árboles frutales, aquí estábamos en una zona que había mucho albaricoque, pero mucho, eh.
[0:41:11.00]-[0:41:24.00]  Aquí había una clase que decían rojos, rojo de carlet, que era un albaricoque así, y tenía una galta que le daba, se hacía rojiza, y eran buenísimos.
[0:41:24.00]-[0:41:31.00]  Luego estaba el corbatón, corbatón, que no se criaba que en esta zona, un blanco como si fuera cera.
[0:41:31.00]-[0:41:44.00]  Después vinieron otros que venían un poquito más tontos, que se llamaban palauets, y a otro señor le salió un albaricoquero en su casa, y a ese señor lo llamaban de apodo.
[0:41:44.00]-[0:41:53.00]  Entonces salió un albaricoquero diferente, que venía esto y lo otro, bueno, pues palabras, le metieron la clase palabras.
[0:41:53.00]-[0:42:06.00]  Ahora el albaricoquero llegó a terminarse, ah, y hacían también de estos de la conserva, caninos que llamábamos, caninos, que se hace mucho ahí por la parte de Murcia.
[0:42:06.00]-[0:42:24.00]  Y aquí había secaderos que cogían el canino, lo abrían, sacaban el hueso, que el hueso también se vendía porque dentro del hueso estaba la malla, que decimos, dentro del hueso, ¿no?
[0:42:24.00]-[0:42:31.00]  Y eso también lo vendían y lo gastaban para hacer aceites, para no sé qué, sí, sí, se aprovechaba todo.
[0:42:31.00]-[0:42:48.00]  Entonces las mujeres cortaban y lo metían con unos cañizos, con unos de esos de madera, y los llevábamos al río seco, este que ahora está canalizado, ahí arriba de Carlet, aquí estaba muy ancho, y entonces se secaba y lo secaban.
[0:42:48.00]-[0:43:04.00]  Y luego lo metían en un horno con un gas de sofre, y ya lo dejaban y lo dejaban un poquitín así, que ahora hacen también, hay un secadero en Carlet, había dos, uno en cada hace de todo.
[0:43:04.00]-[0:43:15.00]  Pero ya no se seca aquí, sino se seca en horno, se seca en esto, y tiene bastante, hasta incluso seca en el tomate, y seguramente dice que en Inglaterra les gusta mucho todo eso.
[0:43:15.00]-[0:43:32.00]  ¿El tomate seco? El tomate y el albárico que es seco, y esto seco y esto lo otro, les gusta, y yo he comido y me parece que es, ¿qué te digo? Es como las chucherías de los chiquillos, que eso se empasan.
[0:43:32.00]-[0:43:41.00]  Pero seguramente dice que los ponen un poquitín a remojo y vuelve a coger su hueso total, que en Inglaterra seguramente dice que es un buen mercado para este.
[0:43:41.00]-[0:43:51.00]  Ya le digo, ahí en Carlet hay un señor que en pequeña escala pero hace de todo, en vez de secaderos al aire libre, pues ya con hornos, así que todavía.
[0:43:51.00]-[0:44:06.00]  Y ahora han vuelto el albárico que otra vez aquí. Sin embargo, no sé esto cómo estará, porque me parece que en las clases los planteristas dicen, es que la quiero de esta clase, y te da la que tiene.
[0:44:06.00]-[0:44:12.00]  Luego cuando empiezan con la cosecha dicen, es que me has engañado, no, a mí me han engañado, a mí me han dicho esto y lo otro.
[0:44:12.00]-[0:44:21.00]  Y ahora están re-injertando porque, o sea, que la picaresca está en todos los sitios. Y ahora están plantando otra vez albaricoques aquí.
[0:44:21.00]-[0:44:35.00]  Pero la zona de albaricoques está en la valla de Albaida. De Jati va para arriba, toda la valla de Albaida, ahí es que hace, el albaricoques y el ciduelo necesita frío en invierno, y aquí no hace mucho frío.
[0:44:35.00]-[0:44:47.00]  Entonces ahí hace frío en invierno, y luego, si quieres aquí, se adelanta la primavera algunos días más pronto que allí, porque allí a veces hiela y aquí hace buen tiempo.
[0:44:47.00]-[0:44:58.00]  Pero la zona aquella, allí hacen unos albaricoques de categoría. Y hay la mitad de miseria que aquí, porque hace fresco por la noche, hace frío en invierno y las miserias mueren.
[0:44:58.00]-[0:45:01.00]  Sí, sí, sí, sí, que...
[0:45:01.00]-[0:45:06.00]  Me quedaba pensando, ¿por qué le llamaba un... a este señor?
[0:45:06.00]-[0:45:07.00]  ¿Cómo?
[0:45:07.00]-[0:45:09.00]  ¿Por qué le llamaba un... a este señor?
[0:45:09.00]-[0:45:16.00]  Pues no sé, no sé si es que le hablaría mucho, no sé qué, pero no, el tío... ya venía de atrás.
[0:45:16.00]-[0:45:25.00]  O sea que no era de este señor, sino que... sería ya, pues una generación o dos detrás, lo mismo que a mí, a mí me llaman el...
[0:45:25.00]-[0:45:34.00] ... por mi abuela, y así, así, así, y ahora nosotros, pues a mí nunca me ha sabido mal.
[0:45:34.00]-[0:45:42.00]  Hasta incluso, mis hijos no sé cuándo... yo mismo, que él te llama por teléfono, que soy... ya no hay problema.
[0:45:42.00]-[0:45:45.00]  O sea que muchos tenemos mote.
[0:45:45.00]-[0:45:47.00]  ¿Pero sabe de dónde viene?
[0:45:47.00]-[0:45:57.00]  Pues no sé, porque yo el apellido que tengo es... dicen que si viene de Italia, dicen, pero no lo sé tampoco,
[0:45:57.00]-[0:46:06.00]  porque yo soy de la quinta a 56, y todavía nos juntamos y hacemos una comida o dos al año, y nos juntamos,
[0:46:06.00]-[0:46:14.00]  ahora, pues nos juntamos entre 8 u 10, y hay algunos que llevan las mujeres.
[0:46:14.00]-[0:46:23.00]  Y resulta que hay uno que vive en Sueca y le llaman... y aquí en este pueblo había una familia, hay una familia, que son... también.
[0:46:23.00]-[0:46:29.00]  Eran dos hermanos, una... dos, tres, una chica que no tuvo familia, y dos hermanos.
[0:46:29.00]-[0:46:34.00]  La uno tiene los hijos aquí, y los otros los tiene que... bueno, y dice, ¿de dónde viene?
[0:46:34.00]-[0:46:41.00]  Dice, pues me parece que viene de la Mancha de no sé dónde, porque nosotros, mi abuelo ya venía de la Mancha no sé qué,
[0:46:41.00]-[0:46:49.00]  a cegar arroz a Sueca, ya venían a cegar arroz a Sueca, y de allí a allí, luego venía este, se quedó mi padre, se hizo novieta,
[0:46:49.00]-[0:46:58.00]  se quedó aquí, y luego esto, o sea que seguramente me dice eso, que si venía de la Mancha por allá, o sea hay apellidos que no sabes.
[0:46:58.00]-[0:47:00.00]  Y aquí es todo por apodos, ¿no? La gente.
[0:47:00.00]-[0:47:09.00]  No, por apodos no, por un nombre, muchos, pero sí, el apodo, llamas el apodo, salvo alguno, pero no, creo que no hay nadie que le sepa mal el apodo.
[0:47:09.00]-[0:47:16.00]  Y cuando era usted joven, había más miseria que ahora, ¿no?
[0:47:16.00]-[0:47:24.00]  Bueno, en la prosierra había mucha miseria, las cosas claras, había mucha miseria, no nos engañemos.
[0:47:24.00]-[0:47:35.00]  Pero ya cuando llegó, cuando llegó ya el año 50 y algo, ya se empezaban, y luego decir, mi padre era albañil, yo también,
[0:47:35.00]-[0:47:43.00]  y aquí había muy poca faena, y nos íbamos a Carlet, Carlet ahora está muy cerca, pero Carlet había cinco calles que no estaban hechas,
[0:47:43.00]-[0:47:49.00]  que eran huertas, lo mismo que aquí, aquí era huerta, yo me acuerdo ir a las escuelas, ahí el parque era en esa escuela,
[0:47:49.00]-[0:47:58.00]  yo me acuerdo ir, y no había, desde ahí el pueblo viejo aquí, solamente había una casa ahí, y nueve aquí, ahí aislada.
[0:47:58.00]-[0:48:07.00]  Todo aquí una acera ancha para ir a la escuela, esto Campo de Naranjos, lo conocí yo, y bueno, entonces quiero decirle que,
[0:48:07.00]-[0:48:17.00]  entonces pues había muy poco, comida había, pero ocurría una cosa, que la compraban, se la llevaban,
[0:48:17.00]-[0:48:25.00]  y la mandaban a Alemania, a la guerra, a esto y lo otro, y ahí han venido las grandes fortunas.
[0:48:25.00]-[0:48:34.00]  ¿Cómo Alemania? Sí, cuando la guerra mundial y después, la guerra mundial de aquí, Franco era aliado de derechas,
[0:48:34.00]-[0:48:43.00]  y tuvo que eso, y no entraron, como lo sabrán ustedes, una reunión en Dalla, no entramos en la guerra,
[0:48:43.00]-[0:48:52.00]  pero se comprometió a mandarles comida, y hasta incluso una división, la división azul, no sé si usted lo habrá oído eso,
[0:48:52.00]-[0:49:03.00]  que por cierto de aquí no fue nadie, pero cuando se terminó, los colocaron a todos, y ahí Carles vino un señor que no alcanzaba más,
[0:49:03.00]-[0:49:09.00]  y le dijeron, pues usted es delegado sindical de la comarca esta, y era un señor que había estado, y sin embargo había otro,
[0:49:09.00]-[0:49:16.00]  que tenía principios y carrera, y este señor estuvo, que aquí tenía familia, este señor estuvo en la Diputación de Valencia,
[0:49:16.00]-[0:49:23.00]  y fue el director, bueno, el director, el administrador del hospital provincial, muchos años, pero muchos años,
[0:49:23.00]-[0:49:28.00]  pero un señor que tenía principios y tenía estudios, ya le digo, yo tenía muy buena amistad con él,
[0:49:31.00]-[0:49:40.00]  que tenía aquí dos primos hermanos, y como era pues, qué te diré, un poquitín mayor que yo, teníamos muy buena relación.
[0:49:40.00]-[0:49:54.00]  Y cuando llegamos ya a los años 52 o 53 por ahí, ya se empezó a mover la cosa bien, y nosotros nos íbamos a trabajar a Carleta,
[0:49:54.00]-[0:50:04.00]  y mi padre y yo íbamos a pie, yo no tenía ni bicicleta, pues no decirte mentira, mi padre compró una bicicleta porque trabajaba en la obra,
[0:50:04.00]-[0:50:13.00]  y al tener trabajo seguido, pues tenía alguna peseta, y compró una bicicleta, y se la llevaba un tío mío que trabajaba en la REBA,
[0:50:13.00]-[0:50:22.00]  trabajaba en la REBA, cuando hicieron la REBA, el año 29, y luego la bicicleta vino a la guerra y estaba allí en la cambra, allí colgada,
[0:50:22.00]-[0:50:30.00]  y allí estaba la bicicleta, y no había para arreglarla, ni para ponerle neumáticos, ni para ponerle esto, total,
[0:50:30.00]-[0:50:39.00]  que íbamos a pie a Carleta a trabajar, con el talaguillo para todo el día, talaguillo para todo el día, y volvíamos por la noche.
[0:50:39.00]-[0:50:51.00]  No tenía ni bicicleta, ni yo ni mi padre, pero entonces ya empezó a moverse, empezó a moverse la cosa, ya había faena, y esto y lo otro,
[0:50:51.00]-[0:50:58.00]  y me acuerdo que al final ya me compró una bicicleta, una tía que tenía yo, que era una hermana de mi madre, que era soltera,
[0:50:58.00]-[0:51:05.00]  le dejó el dinero y me compraron la bicicleta, y a poco a poco se lo devolvieron, yo ya iba en bicicleta, ya tenía yo bicicleta,
[0:51:05.00]-[0:51:18.00]  y entonces ya iba bien, trabajaba en Carleta para una empresa, y sin seguridad ni nada, seguridad social ni nada,
[0:51:18.00]-[0:51:25.00]  y esto sí que tenía un mes o dos de accidentes por si te pasaba algo, pero de haber cotizado nada.
[0:51:25.00]-[0:51:36.00]  Esa empresa, cuando vino el auge de la construcción, entonces metieron aquí unas fábricas de terrazo, ese señor tenía una fabriqueta
[0:51:36.00]-[0:51:45.00]  y hacía baldosas hidráulicas de esas de colorines que se hacían antes, que todavía en Carleta hay una prensa, y se hacen por encargo,
[0:51:45.00]-[0:51:55.00]  eso lo llamaban cañamasos, que es acuadritos y bueno, figuras acuadritos y colores y eso, y este señor tenía eso,
[0:51:55.00]-[0:52:03.00]  y además hacía piedras artificiales, o sea que pilas, escalones, yo trabajaba allí y muchas veces me quedaba en la fábrica
[0:52:03.00]-[0:52:08.00]  ayudarle al hijo a hacer la piedra artificial, y yo bueno, te digo por eso.
